OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Quantity,Price,City,State,Country,TotalAmount
47,2021-03-16,435f7fbd-0ba3-44eb-a696-6e8167426bab,Karl Moreno,c96b3e83-5350-44b4-9968-5c0756ef35a1,state,Electronics,2,66,West Brett,Idaho,Mexico,132
48,2022-07-18,0977f719-ecd1-4c7f-a106-06bf1fcd66b2,Jessica Vargas,f3d5cbbe-6447-4212-95b7-09bb6cb6ddc4,some,Home & Kitchen,1,53,East Brandonport,Indiana,Bahamas,53
49,2022-09-03,f356cf0e-079c-4cbd-9852-d23997ab8389,Alexander Day,5b6ea7f1-24a1-4da4-974c-0986c3e49822,local,Home & Kitchen,5,99,Anthonyland,West Virginia,Finland,495
50,2022-02-03,70cd36f3-fcea-40fb-8c5e-e08a8512ccbf,Robert Taylor,5fb964b5-4bdd-4892-a00c-ae31d29eaf53,customer,Home & Kitchen,5,64,New Maryville,Pennsylvania,Malawi,320
51,2021-11-15,8579c529-f564-4344-b3b2-d564f522b9e6,Vicki Savage,40f5ae77-e572-4e2d-8528-ec0fbd7be7e4,arrive,Toys,3,91,Lake Ashleymouth,Wisconsin,Saint Pierre and Miquelon,273
52,2024-05-10,93bebd8e-2697-4bca-9f89-c2fc294844d4,John Allen,0c74d24a-0b3e-4164-b07a-cfd0b7c880da,seek,Electronics,7,34,East Katherine,California,Thailand,238
53,2023-09-17,435ee0f0-3e5f-4cd3-b1e8-456f794d1ad4,Brian Curry,f954dd8a-7f0d-421a-bb3f-9b47fe12862e,sound,Home & Kitchen,6,92,South Joseph,Mississippi,Christmas Island,552
54,2020-10-28,b0cbac97-0104-4650-89d9-2505c8430807,David Lam,35a42467-d566-47af-be12-04d9eb021d35,teach,Books,4,91,West Timothy,Mississippi,Bosnia and Herzegovina,364
55,2020-02-12,dbcc81bd-2595-4c67-9eed-1b84970f4b92,Christine Brown,a4fa4d60-9160-4034-adfd-3187dd1d458c,central,Clothing,2,14,Sethshire,Missouri,Guyana,28
56,2021-12-13,80c62557-2d55-46d4-acaf-77d6c4c6b3a8,Michael Rogers,e003ac63-275e-434a-bd37-80e5ee860136,near,Electronics,4,37,Port Jennifer,Nevada,Dominican Republic,148
57,2023-07-11,a60b70e5-33c0-4078-ae10-0b57260cb347,Gerald Robertson,6a09fdc6-c62b-4087-b4e4-8acd55a5e49b,hair,Clothing,1,79,East Williamburgh,Indiana,Turkmenistan,79
58,2024-02-28,df30fd5d-2b32-4b64-ba6c-ca462561fdda,Connie Simpson,885b0da5-9781-4b85-a82c-af82af1462df,left,Toys,6,62,South Michael,Maryland,South Africa,372
59,2023-11-20,2a66ef65-9e7d-4352-9a32-0c1a697e55fc,Arthur Barnett,40cb0fae-3e94-4270-86b3-743c57ad189e,no,Toys,5,78,Johnsonside,Indiana,Malta,390
60,2022-05-13,5ac05581-7c51-4975-869a-ce6922fe366b,Patricia Hanson,6786e265-3d63-4217-be9b-f658c1afc1bc,catch,Electronics,7,6,Townsendland,Mississippi,Bouvet Island (Bouvetoya),42
61,2023-08-08,7c94d7b3-6f64-4a11-b10e-6b8916cb7b61,Angela James,6b5559e5-a730-46c9-a00e-3a783b3e8570,seven,Home & Kitchen,9,13,North Jordan,Nebraska,Australia,117
62,2024-06-17,c6814a7a-a5bd-4096-9344-fc2efba828a0,Mary Bailey,67497a03-449a-468d-a58a-8d79d739f857,represent,Home & Kitchen,8,45,Alexandriabury,Wyoming,Somalia,360
63,2020-03-03,a386e232-a989-4d47-a4fc-438f7f93d93e,Ann Ingram,c34f19aa-7a18-4f56-a4c4-597ac38e7c42,cut,Clothing,9,29,North Jillianside,New York,Jordan,261
64,2022-11-16,a258f817-26d0-41ff-b3a7-5b39126a2782,Audrey Johnson,e5fef467-2b94-4d92-aa30-b2eb7207ad81,recent,Electronics,10,38,North Michaelhaven,Colorado,Belgium,380
65,2023-01-04,3814e49a-7328-49d1-9c21-028d06454fe0,Nicholas Porter,6e99a2c4-8d77-432b-bc37-5b5bc4802bac,tax,Electronics,9,5,South Adam,North Dakota,Uzbekistan,45
66,2023-07-15,42d6c505-9449-485e-a29b-466b86936698,Kevin Palmer,0163ec01-ede2-4645-8090-87428de6117f,soldier,Clothing,7,44,Port Annemouth,Florida,Zimbabwe,308
67,2021-10-18,9e5abb89-7307-422b-a802-a725d5987f88,Michael Maxwell,890c5f5f-c955-4722-b508-9406691e2a46,executive,Toys,10,96,North Jon,Kansas,Belarus,960
68,2024-06-11,4c24a8db-9ab2-4df2-acd7-e5aca7b9d6ff,Damon Brown,ed0f8685-63d8-473a-af1f-8b90d7e72787,keep,Electronics,1,17,Thomasside,Maryland,Montserrat,17
69,2021-05-12,eaad4824-877c-4d23-9c12-9679937ed82e,Catherine Mcpherson,549fe7ca-7422-49ee-acdb-6580e08720fd,other,Electronics,3,98,New Alexanderchester,Mississippi,Norfolk Island,294
70,2020-10-26,9db3b99f-44b2-483e-a2e4-2bf6b9a1ef20,Mrs. Brenda Garcia,59307b13-897e-4fe7-94ec-5c3038aa2268,during,Toys,4,45,Stephanieside,Washington,Venezuela,180
71,2022-11-28,fdbf45ea-f78a-4907-8787-ad00632a9ddb,Martin Rodriguez,9c060b68-d13f-402e-aa8c-fffae28530a8,Republican,Toys,9,96,Reginaport,New Mexico,Peru,864
72,2021-03-14,065a1bf1-9fd4-46df-a8d8-27e57c8a95ed,Cheryl Jones,6643376a-7f79-4db3-bb3b-1b4c9182e6ee,cover,Toys,9,7,Richardmouth,Missouri,Lao People's Democratic Republic,63
73,2023-08-24,5f64cb67-9aad-491c-9a5e-f24dfeb115cc,Jennifer Reynolds,7d786496-124e-4c54-bc27-94cf9db17605,customer,Electronics,7,11,Gonzalezberg,Alaska,Azerbaijan,77
74,2024-01-07,b814ed1f-8cc0-419c-831f-a828d1cbd1ab,Melissa White,e9c7ebcf-5efa-4b7d-b3e8-8d73bff71d39,system,Books,4,73,Port Justin,New York,Greece,292
75,2020-12-30,ab603796-df0a-4518-b59d-5f57390218bc,Keith Acosta,0ea38753-682d-4dc0-8ad2-5f92f694c941,religious,Electronics,1,85,Danahaven,New Jersey,Tuvalu,85
76,2022-01-29,9192890b-0db0-4e61-b78b-7f910cb78b82,Charles Dillon,80ff484d-2fea-42b7-8d57-2352e4327293,reflect,Clothing,9,42,Bullockburgh,Rhode Island,Afghanistan,378
77,2020-09-05,70d7edb3-f619-4849-82da-d856cf558283,Sara Holloway,8e247738-883b-4890-8af6-b42e9f5f694e,appear,Clothing,2,98,South John,Utah,Nigeria,196
78,2022-01-19,8bdbf6ad-e569-48b9-9a38-7d71b9f3400e,Oscar Green,eb0548eb-4538-4fb6-a600-75967dd2b43f,town,Home & Kitchen,8,29,Pearsonberg,Maine,Gabon,232
79,2021-11-06,cec92b2e-80d3-4a1b-a766-11e32da8ae86,Karen Thomas,a1845d28-59a7-4bdc-b2e2-afa3a70250a0,say,Toys,5,73,North Johnhaven,Nebraska,Denmark,365
80,2023-03-12,2b46b51a-18c5-48dc-b168-a4fc3343403b,Christopher Arroyo,5afa1632-2283-4ec1-8f02-bc29ffba70ad,plan,Books,8,23,Sheilabury,Montana,Australia,184
81,2022-07-14,6441944d-f3ce-4700-855d-30b03a470501,Roy Salas,f05964af-5130-4a63-82d6-06a1739e187e,realize,Toys,4,42,North Michaelside,Wisconsin,Palau,168
82,2020-01-17,5817d933-a0db-41e4-803d-fd71da955ff5,Teresa Hall,de78b5be-d3ff-4617-9519-58ad05e5cf41,run,Clothing,4,76,Toddland,Louisiana,Armenia,304
83,2021-04-29,ca44f505-7665-4bb8-a4a4-c470dcc615aa,Heather Scott,b5070226-4142-4d8d-b34a-80863df8090f,line,Clothing,9,40,East Frank,South Dakota,Madagascar,360
84,2021-01-02,af4fcf00-2637-444d-b8ed-5f123efb3646,Vanessa Jennings,c37702c0-f346-4c9f-8b56-e76fb5c3764f,us,Books,5,92,Port Jacob,Ohio,Cape Verde,460
85,2021-08-22,ff8ea8d8-f00a-435c-9702-9452bfcd6240,Jacob Hernandez,984868b1-5513-42de-afc0-8eaeef0dc80f,everybody,Electronics,8,1,Wallaceshire,Oregon,Singapore,8
86,2021-06-22,ba9ad3cd-c24a-40dc-9577-42ecd5df8b63,Brandon Berger,dfb2ae3a-8b26-4020-bf34-87d840c24a23,else,Electronics,5,49,Castrohaven,North Carolina,Senegal,245
87,2024-05-09,19c0d25b-46f9-4b68-b3fa-f26628d036a9,Mark Campbell,e704d0ff-c5a8-46e2-b11f-7ceded4218ca,network,Electronics,6,51,South Curtis,Arizona,Congo,306
88,2023-10-14,4ba92189-4ed6-41be-aba9-d6d907176b93,Christian Velez,198155e9-0c08-4851-87ef-bb3ae6288905,pattern,Home & Kitchen,8,97,Lake Erinfurt,South Carolina,Liberia,776
89,2023-09-22,078a51c1-fb34-4086-9839-714ff0202429,Teresa Evans,40957f14-8b8a-4e56-b858-3941fed72a44,foreign,Books,3,75,North Rhonda,Wisconsin,Palau,225
90,2022-02-11,6ce29d2e-0acf-4af5-8bf3-77449d8738c0,Ronald Norris,eb809928-f69f-4277-a14a-1ce08eb6eb2c,appear,Clothing,10,55,East Amandamouth,Kansas,Niger,550
91,2022-05-17,e2dc45fb-44d3-48dd-8cff-76b8c3d8e955,Cody Hudson,7728399d-96c5-4b0d-84ee-f94e4dc3b87a,analysis,Clothing,8,86,Lake Scott,Illinois,Holy See (Vatican City State),688
92,2022-01-26,fd30553b-61fc-4598-9c07-08fd2a1fba81,Mark Watkins,85afbbe6-d0db-408c-8a2b-a29b029c0e60,open,Books,1,48,North Sarah,Iowa,Slovenia,48
93,2021-10-04,47c04cb2-c35f-4bfb-a800-240d9914c016,Debbie King,bd542fcd-c570-4957-9060-86945409c51b,way,Clothing,7,29,Nealton,Virginia,Panama,203
94,2020-10-17,cdfb9a2e-99e1-4613-981c-833ae33dcf70,Brianna Green,a9c7e5e3-0533-4343-b0f2-3d2abff3cf87,tend,Home & Kitchen,4,89,West David,North Carolina,Guernsey,356
95,2022-08-10,d166c940-eb71-466c-bff0-cec8b4037bbf,Miguel Acosta,a2725a89-7801-448d-8243-f92166734344,while,Clothing,5,72,Amberland,Oklahoma,Holy See (Vatican City State),360
96,2023-02-15,d2fbd765-0a71-469c-9992-25fa26b57f12,Ronald Harris,0bf6bb93-bb96-4d0b-9ef5-a7192252e93f,throw,Toys,4,85,East Brookeville,Georgia,Slovenia,340
97,2021-02-09,db5c5291-1f10-4235-81bd-65a5ae432881,Yvonne Payne,61537d82-e715-4250-987b-03be6b299f65,center,Books,8,18,South Dwaynebury,South Carolina,Uzbekistan,144
98,2023-04-24,93000bf3-3850-4777-8b90-f03f0a3d506a,Sherry Luna,e6f234c2-1dc7-429c-bca3-87d26cafd68a,trouble,Clothing,5,58,Port Christopher,Arkansas,Sweden,290
99,2024-05-15,6cccacf7-fc2d-4dd3-9d9b-6fc08696774d,Kendra Ward,b237a193-0ea4-46cd-9b2f-e052d4ce8202,position,Electronics,3,96,New Joseph,Mississippi,San Marino,288
100,2023-01-17,d60da5f5-8cd0-4115-a80f-5497e9c7198c,Amy Perez,dfb6c734-e9f0-485d-978e-c53cd3e62d62,sign,Home & Kitchen,5,95,North Shannonview,South Carolina,Belgium,475
101,2022-07-13,8acc3637-bf58-4caf-b1bc-6fd77d2878e7,Jeffrey Camacho,5e904595-e9d2-4b43-9d6c-a9abf8b75922,real,Clothing,3,50,Sullivantown,Nevada,Belize,150
102,2020-03-05,684d6011-cc1d-4269-b3bf-7d505371eda7,Steven Robbins,774c8c1b-bd5a-4a61-934e-4b3590efd5b6,standard,Electronics,7,18,Andrewberg,Virginia,Kazakhstan,126
103,2022-11-05,57dcc973-a3a9-4b93-945a-29b057f0d71f,Anthony Dalton,8e5935f7-1824-482a-84c6-a5db3f641261,suffer,Home & Kitchen,10,18,Port Ryan,Michigan,Algeria,180
104,2024-02-07,0932ebb2-d60c-457a-9c2b-26e18c424802,Heather Cortez,38419a98-4f0c-4c30-8ed9-d6b87e754c8a,far,Clothing,6,88,Nancymouth,New Jersey,Nepal,528
105,2020-12-06,78be7393-8b41-4698-8d2f-09acf407d8d4,Jason Cooper,d7c2ba1c-0352-4af9-9093-4525ff6805f4,degree,Home & Kitchen,8,71,North Joseph,Missouri,Fiji,568
106,2022-04-05,ea34fa0e-7752-4dc8-bca8-18082ade5ef7,Kurt White,a4c0be03-d7b3-45ca-9d7b-f411b2207e01,provide,Home & Kitchen,2,95,East Jamiemouth,Ohio,Italy,190
107,2022-01-05,59c9a387-4e0d-4d00-9432-1398d83e38ab,Teresa Montoya,88599bda-1749-472c-b20d-09b1d9fc90a1,region,Clothing,7,56,Maryhaven,Delaware,Netherlands,392
108,2021-05-31,4082d61c-ac30-45fa-bfe9-164021266ad8,Ashley Carter,9f7b38b1-c789-4d2e-b9ac-09674dcf0061,enough,Books,5,16,New Michael,Iowa,Western Sahara,80
109,2024-07-01,07ac1fa9-604c-4948-8978-173eeb1ce871,James Blankenship,02164660-5553-4cd1-b14a-75a385df580f,second,Home & Kitchen,4,58,Port Amyburgh,South Dakota,Lebanon,232
110,2023-10-04,97b2a945-1cff-4ea4-96db-7650b01a3c93,Robert Williams,d6b66c20-1260-4b5f-8bc6-6ebe35d519ae,reduce,Clothing,8,36,Perrybury,Wyoming,Estonia,288
111,2021-09-03,f6404968-146c-40ef-a5b1-ea22a2264f15,Thomas Hoffman,5a91a110-3715-400b-b115-c99af200a56b,both,Electronics,4,29,Kennedymouth,Iowa,Gambia,116
112,2021-09-14,b89eb456-e701-4d1b-8aeb-90ec34e5e333,Michael Patton,35f916b9-f8d7-460a-bb86-37142224c033,then,Electronics,2,90,East Norman,Virginia,Heard Island and McDonald Islands,180
113,2021-12-21,131d9ae6-2555-4f85-a2e2-7fef9b2ed7dc,David Horne,e8554d60-ab9a-42be-a8b1-af76df58c906,they,Home & Kitchen,1,48,North Gregoryton,Kansas,Anguilla,48
114,2021-12-28,08cd8f5a-7f85-4bcc-84c5-bb3f7ce7aa4f,Steven Romero,b1f582d4-898a-47d2-be7d-345164ba8524,special,Clothing,3,91,Sarahfurt,Texas,Congo,273
115,2023-03-28,3ef13972-c632-497f-b945-833d060613e6,Ryan Navarro,305d5aa7-e25a-43ee-b7c6-cb9ee8c6d555,argue,Clothing,2,67,Cynthiafurt,Arkansas,Chile,134
116,2024-06-29,f3cfd4ff-4208-4992-950d-cc4e4c3445b9,Cynthia Perez,8a9289af-caf8-4632-bb8c-84a85646571b,network,Clothing,3,32,Mcguireview,Idaho,Pakistan,96
117,2022-02-28,24ea0302-8527-4139-92cc-eb5ee50f5393,Kevin Leon,90a7ed77-3d9e-4d66-a193-b0ca76fb0ce6,where,Home & Kitchen,8,87,Grahamshire,Pennsylvania,Nepal,696
118,2020-03-12,6a35d0b1-70ec-4b0d-ab67-5f972fdfdde7,Mr. Jason Young,a3a98ad8-a553-4999-a66f-4481849f30ad,since,Clothing,5,40,South Tommy,South Carolina,El Salvador,200
119,2022-07-30,4e55e545-ac91-4a76-a8a1-35f715583f4c,Kimberly Cardenas,b1de6470-49ce-474d-8310-3f3b839de654,late,Toys,2,27,East Denise,Arkansas,Nepal,54
120,2023-01-18,deb58da3-6659-4028-a859-9fded853de1c,Alicia Patel,f04158df-df9e-44ba-bb9e-82a96c6176b9,this,Clothing,4,99,Allenborough,New Mexico,Samoa,396
121,2020-01-05,07c14836-b2a8-4173-b057-1c1855b1a62d,Kristina Carpenter,43a31dfa-93cb-4aa7-9418-f2168b4ab13f,feeling,Electronics,3,63,Johnton,Louisiana,Greenland,189
122,2021-10-09,e9f34f77-0be0-4b2f-9b36-aed3f7441431,Miranda Dorsey,5a0d9b65-ac37-44c5-a578-fc6f6f8f0c86,environment,Books,9,42,North Ravenland,North Carolina,Seychelles,378
123,2024-04-04,c2d08764-7b38-45cf-ae15-067af1473697,Amanda Perkins,57602153-b871-4306-87ab-99f46a98f07a,move,Books,10,72,Seanland,Alabama,South Africa,720
124,2022-01-01,54877b8c-1c38-4224-9098-db2fb932768e,Carmen Clark,8ce433b8-c7e7-4199-9036-af18aa9c6eb3,bill,Clothing,3,78,Milesview,Connecticut,United Kingdom,234
125,2022-12-08,35873859-bb7e-4db7-b177-e9a40fdc3bf3,Theresa Oneal,c34301fe-d7f6-4f8a-8563-be837d6a7c77,list,Books,5,29,Williamsmouth,Wyoming,Argentina,145
126,2023-10-16,6049dd87-2ad4-47e1-b82d-8ceb617aa880,Ian Cochran,fd7e8f06-802c-4170-8fa8-e15ab2aaeca1,magazine,Electronics,6,73,Ericfurt,Arizona,Lebanon,438
127,2023-11-06,ebe34244-c177-48f7-9661-4694be3fbf04,Sarah Campbell,789e501f-ab75-4359-b5a2-5b325c81de19,play,Home & Kitchen,2,87,West Riley,South Carolina,Mali,174
128,2022-01-06,248468f0-70a7-4913-acaa-c7e1aed452e4,Robin Hernandez,69e4cca7-333f-4e24-97a4-7327094f9a8a,key,Books,4,92,Port Thomas,Montana,Saint Pierre and Miquelon,368
129,2022-07-21,c8c75de8-f9e0-4954-9632-9f4b529c164e,Sandra Adams,9baa1c14-dbad-4b0a-83c9-4fe8699026fc,parent,Clothing,5,72,West Maryton,North Carolina,Mauritius,360
130,2021-12-02,28182ed5-8d17-4d3a-9c5b-fd8cbc9c88aa,Travis Bray,1da2261f-6e8d-40d1-a808-fff095a2ac90,support,Books,3,32,Lisaside,Washington,Gibraltar,96
131,2023-12-13,6c8c0860-eadf-497a-94cf-a4899c5daa1f,Kayla Dixon,ab57396a-f9ae-42c4-a635-f050b2254dde,lot,Home & Kitchen,2,38,Douglastown,Connecticut,Mali,76
132,2021-09-22,38c5fcc6-f9b5-473f-bb16-a3f4af62182a,Garrett Murphy,9ca3a94b-96a0-4668-bcab-8330798c9a63,deal,Clothing,8,60,Bradleyberg,New Jersey,Bhutan,480
133,2022-07-18,ad2fa2f4-2433-494f-9872-80afea05a620,Gina Grant,81660a66-69cd-4a3e-9c59-6bf90e729f36,up,Home & Kitchen,9,11,New Reginaville,New Hampshire,Greece,99
